,title,vote_average,genres
744,Heavy,7.7,Drama
745,Jack,5.9,Comedy
746,I Shot Andy Warhol,6.1,Drama
747,The Grass Harp,6.1,Comedy
748,Someone Else's America,0.0,Drama
749,Life is Rosy,6.5,Music
750,Quartier Mozart,5.0,Sin Dato
751,Touki Bouki,7.3,Drama
752,God's Gift,5.0,Drama
753,Spirits of the Dead,5.5,Drama
754,Babyfever,0.0,Sin Dato
755,Pharaoh's  Army,6.3,Western
756,Trainspotting,7.8,Drama
757,Til There Was You,3.9,Comedy
758,Independence Day,6.7,Action
759,Stealing Beauty,6.6,Drama
760,The Fan,5.7,Drama
761,The Hunchback of Notre Dame,6.8,Drama
762,The Cable Guy,5.7,Comedy
763,Kingpin,6.7,Comedy
764,Eraser,5.6,Action
765,The Gate of Heavenly Peace,6.7,Documentary
766,The Nutty Professor,5.4,Fantasy
767,"I, the Worst of All",6.8,Drama
768,An Unforgettable Summer,7.2,Drama
769,A Hungarian Fairy Tale,0.0,Sin Dato
770,My Life and Times With Antonin Artaud,8.0,Sin Dato
771,Midnight Dancers,7.0,Sin Dato
772,Somebody to Love,5.1,Comedy
773,A Very Natural Thing,6.3,Drama
774,The Old Lady Who Walked in the Sea,0.0,Comedy
775,Daylight,5.8,Action
776,The Frighteners,6.7,Horror
777,Lone Star,6.9,Drama
778,Harriet the Spy,5.7,Comedy
779,Phenomenon,6.2,Drama
780,Walking and Talking,6.6,Comedy
781,She's the One,5.7,Comedy
782,A Time to Kill,7.0,Crime
783,American Buffalo,6.2,Drama
784,Rendezvous in Paris,6.5,Romance
785,Alaska,5.2,Adventure
786,Fled,5.2,Action
787,Kazaam,3.6,Fantasy
788,Magic Hunter,6.0,Sin Dato
789,Larger Than Life,5.4,Family
790,A Boy Called Hate,6.0,Sin Dato
791,Power 98,4.0,Action
792,Two Deaths,7.0,War
793,A Very Brady Sequel,5.8,Comedy
794,Stefano Quantestorie,6.0,Comedy
795,Death in the Garden,7.4,Adventure
796,Hedd Wyn,6.5,War
797,La Collectionneuse,6.5,Drama
798,Kaspar Hauser,6.3,Drama
799,Regular Guys,5.2,Comedy
800,Diebinnen,4.0,Drama
801,The Convent,6.5,Thriller
802,The Adventures of Pinocchio,5.0,Animation
803,Joe's Apartment,5.0,Fantasy
804,The First Wives Club,6.5,Comedy
805,Stonewall,7.2,Romance
806,Ransom,6.4,Action
807,High School High,5.4,Comedy
808,Phat Beach,5.4,Comedy
809,Foxfire,6.3,Action
810,Chain Reaction,5.3,Action
811,Matilda,6.9,Comedy
812,Emma,6.7,Drama
813,The Crow: City of Angels,5.2,Action
814,House Arrest,5.0,Comedy
815,Eyes Without a Face,7.5,Drama
816,Bordello of Blood,5.0,Horror
817,Lotto Land,7.0,Drama
818,The Story of Xinghua,0.0,Sin Dato
819,The Day the Sun Turned Cold,7.0,Sin Dato
820,Flirt,7.5,Drama
821,The Big Squeeze,5.0,Drama
822,The Spitfire Grill,6.8,Comedy
823,Escape from L.A.,5.6,Action
824,Cyclo,6.8,Crime
825,Basquiat,6.6,Drama
826,Tin Cup,5.9,Comedy
827,Dingo,6.0,Drama
828,The Ballad of Narayama,6.4,Drama
829,Every Other Weekend,6.0,Drama
830,Mille bolle blu,6.0,Sin Dato
831,Crows and Sparrows,5.0,Sin Dato
832,The Godfather,8.5,Drama
833,Maybe... Maybe Not,6.1,Comedy
834,Police Story 3: Supercop,6.7,Action
835,Manny & Lo,6.3,Drama
836,Wife,0.0,Drama
837,Small Faces,6.4,Sin Dato
838,Bound,6.9,Crime
839,Carpool,4.9,Comedy
840,Death in Brunswick,6.1,Drama
841,Kansas City,6.1,Thriller
842,Gone Fishin',4.7,Comedy
843,Lover's Knot,4.0,Romance
844,Vive L'Amour,7.3,Drama
845,Shadow of Angels,4.0,Drama
846,Killer: A Journal of Murder,6.3,Drama
847,Nothing to Lose,0.0,Action
848,Project S,5.8,Action
849,Girls Town,5.2,Comedy
850,Bye-Bye,7.7,Drama
851,The Relic,5.8,Horror
852,The Island of Dr. Moreau,4.6,Fantasy
853,First Kid,5.3,Comedy
854,The Trigger Effect,6.6,Drama
855,Sweet Nothing,5.0,Sin Dato
856,Bogus,5.4,Fantasy
857,Bulletproof,5.4,Action
858,Talk of Angels,6.8,Drama
859,The Land Before Time III: The Time of the Great Giving,6.1,Animation
860,1-900,5.0,Sin Dato
861,Baton Rouge,0.0,Thriller
862,Halloween: The Curse of Michael Myers,5.0,Horror
863,Twelfth Night,7.0,Drama
864,Mother Night,7.1,Drama
865,Liebelei,6.3,Drama
866,Venice,7.5,Drama
867,Wild Reeds,7.4,Drama
868,For Whom the Bell Tolls,6.1,Drama
869,The Philadelphia Story,7.7,Comedy
870,Singin' in the Rain,7.9,Comedy
871,An American in Paris,6.9,Drama
872,Funny Face,7.0,Music
873,Breakfast at Tiffany's,7.6,Comedy
874,Vertigo,8.0,Mystery
875,Rear Window,8.2,Drama
876,It Happened One Night,7.7,Comedy
877,Gaslight,7.2,Drama
878,The Gay Divorcee,7.2,Comedy
879,North by Northwest,7.8,Mystery
880,The Apartment,8.1,Comedy
881,Some Like It Hot,8.0,Comedy
882,Charade,7.7,Comedy
883,Casablanca,7.9,Drama
884,The Maltese Falcon,7.8,Mystery
885,My Fair Lady,7.4,Drama
886,Sabrina,7.4,Comedy
887,Roman Holiday,7.8,Comedy
888,The Little Princess,7.0,Drama
889,Meet Me in St. Louis,6.8,Comedy
890,The Wizard of Oz,7.4,Adventure
891,Gone with the Wind,7.7,Drama
892,My Favorite Year,7.1,Comedy
893,Sunset Boulevard,8.2,Drama
894,Citizen Kane,8.0,Mystery
895,2001: A Space Odyssey,7.9,Science Fiction
896,Golden Earrings,4.8,Adventure
897,All About Eve,8.0,Drama
898,The Women,6.4,Comedy
899,Rebecca,7.7,Drama
900,Foreign Correspondent,7.0,Mystery
901,Notorious,7.8,Thriller
902,Spellbound,7.3,Drama
903,An Affair to Remember,7.1,Drama
904,To Catch a Thief,7.1,Crime
905,Father of the Bride,6.6,Comedy
906,The Band Wagon,7.1,Comedy
907,Ninotchka,7.3,Comedy
908,Love in the Afternoon,7.3,Comedy
909,Gigi,6.1,Comedy
910,The Reluctant Debutante,6.6,Comedy
911,The Adventures of Robin Hood,7.6,Action
912,The Mark of Zorro,7.1,Action
913,Laura,7.6,Drama
914,The Ghost and Mrs. Muir,7.3,Fantasy
915,Lost Horizon,6.8,Adventure
916,Top Hat,7.4,Comedy
917,To Be or Not to Be,7.7,Comedy
918,My Man Godfrey,7.7,Comedy
919,Giant,7.5,Action
920,East of Eden,7.5,Drama
921,The Thin Man,7.4,Comedy
922,His Girl Friday,7.5,Comedy
923,Around the World in Eighty Days,6.5,Adventure
924,It's a Wonderful Life,8.0,Drama
925,Mr. Smith Goes to Washington,7.9,Comedy
926,Bringing Up Baby,7.6,Comedy
927,Penny Serenade,6.4,Drama
928,The Scarlet Letter,8.3,Drama
929,Lady of Burlesque,5.0,Comedy
930,Of Human Bondage,6.4,Drama
931,Angel on My Shoulder,5.7,Comedy
932,Little Lord Fauntleroy,6.6,Drama
933,They Made Me a Criminal,5.6,Thriller
934,The Inspector General,6.2,Comedy
935,Angel and the Badman,6.6,Romance
936,The 39 Steps,7.4,Action
937,A Walk in the Sun,5.2,War
938,The Outlaw,4.9,Action
939,Night of the Living Dead,7.5,Horror
940,The African Queen,7.4,Adventure
941,Beat the Devil,6.2,Action
942,Cat on a Hot Tin Roof,7.6,Drama
943,The Last Time I Saw Paris,5.1,Romance
944,Meet John Doe,7.3,Drama
945,Algiers,5.8,Drama
946,Something to Sing About,3.8,Comedy
947,A Farewell to Arms,6.2,Drama
948,Moonlight Murder,6.0,Music
949,Nothing Personal,4.0,Drama
950,"Yes, Madam",7.4,Action
951,Dangerous Ground,5.0,Drama
952,Picnic,6.7,Drama
953,Madagascar Skin,0.0,Sin Dato
954,The Pompatus of Love,5.3,Comedy
955,Small Wonders,0.0,Documentary
956,Fly Away Home,6.6,Action
957,Bliss,4.8,Drama
958,Grace of My Heart,6.5,Drama
959,Brother of Sleep,6.8,Drama
960,Maximum Risk,5.3,Action
961,Michael Collins,6.8,Drama
962,The Rich Man's Wife,4.9,Drama
963,Infinity,0.0,Drama
964,Big Night,6.8,Drama
965,Last Man Standing,6.2,Action
966,Caught,6.5,Action
967,Set It Off,6.9,Drama
968,2 Days in the Valley,5.9,Comedy
969,Curdled,6.2,Comedy
970,L'associé,6.0,Comedy
971,Ed's Next Move,3.0,Sin Dato
972,Extreme Measures,5.7,Drama
973,The Glimmer Man,4.7,Action
974,D3: The Mighty Ducks,5.3,Action
975,The Chamber,5.9,Crime
976,The Apple Dumpling Gang,6.6,Comedy
977,"Davy Crockett, King of the Wild Frontier",5.9,Action
978,Escape to Witch Mountain,6.5,Adventure
979,The Love Bug,6.0,Comedy
980,Herbie Rides Again,5.9,Romance
981,Old Yeller,7.0,Adventure
982,The Parent Trap,6.8,Comedy
983,Pollyanna,6.9,Adventure
984,Homeward Bound: The Incredible Journey,6.6,Adventure
985,The Shaggy Dog,6.2,Comedy
986,Swiss Family Robinson,7.0,Adventure
987,That Darn Cat!,6.4,Drama
988,"20,000 Leagues Under the Sea",6.9,Adventure
989,Cool Runnings,6.8,Comedy
990,Angels in the Outfield,5.7,Fantasy
991,Cinderella,6.8,Family
992,Winnie the Pooh and the Blustery Day,7.8,Animation
993,The Three Caballeros,6.2,Animation
994,The Sword in the Stone,6.9,Animation
995,So Dear to My Heart,6.3,Animation
996,Robin Hood: Prince of Thieves,6.6,Adventure
997,Mary Poppins,7.4,Comedy
998,Dumbo,6.8,Animation
999,Pete's Dragon,6.4,Fantasy
1000,Bedknobs and Broomsticks,6.8,Adventure
1001,Alice in Wonderland,7.0,Animation
1002,The Fox and the Hound,7.0,Adventure
1003,Freeway,6.5,Comedy
1004,The Sound of Music,7.4,Drama
1005,Die Hard,7.5,Action
1006,The Lawnmower Man,5.4,Horror
1007,Unhook the Stars,6.2,Drama
1008,Synthetic Pleasures,0.0,Documentary
1009,The Secret Agent,5.0,Drama
1010,Secrets & Lies,7.1,Drama
1011,That Thing You Do!,6.8,Comedy
1012,To Gillian on Her 37th Birthday,5.1,Drama
1013,Surviving Picasso,5.3,Drama
1014,Love Is All There Is,5.5,Comedy
1015,Beautiful Thing,7.3,Comedy
1016,The Long Kiss Goodnight,6.4,Crime
1017,The Ghost and the Darkness,6.4,Adventure
1018,Looking for Richard,6.9,Documentary
1019,Trees Lounge,6.7,Comedy
1020,The Proprietor,0.0,Drama
1021,Normal Life,6.8,Crime
1022,Get on the Bus,7.0,Drama
1023,Shadow Conspiracy,4.0,Action
1024,Jude,6.6,Drama
1025,Everyone Says I Love You,6.5,Music
1026,Bitter Sugar,6.3,Drama
1027,Romeo + Juliet,6.7,Drama
1028,Swingers,6.8,Comedy
1029,Sleepers,7.3,Crime
1030,The Sunchaser,6.1,Drama
1031,Johns,6.0,Drama
1032,Aladdin and the King of Thieves,6.1,Adventure
1033,The Woman in Question,5.2,Mystery
1034,Shall We Dance,7.9,Comedy
1035,A Damsel in Distress,7.0,Comedy
1036,Crossfire,6.1,Crime
1037,"Murder, My Sweet",7.2,Crime
1038,Macao,5.6,Adventure
1039,For the Moment,7.4,War
1040,Willy Wonka & the Chocolate Factory,7.4,Family
1041,The Sexual Life of the Belgians,5.0,Comedy
1042,The Innocents,7.5,Horror
1043,Sleeper,7.0,Comedy
1044,Bananas,6.7,Comedy
1045,A Fish Called Wanda,7.1,Comedy
1046,Life of Brian,7.7,Comedy
1047,Victor/Victoria,6.9,Comedy
1048,The Candidate,6.9,Comedy
1049,The Great Race,7.2,Adventure
1050,Bonnie and Clyde,7.6,Crime
1051,The Old Man and the Sea,6.0,Adventure
1052,Dial M for Murder,7.9,Crime
1053,Madame Butterfly,4.8,Sin Dato
1054,Dirty Dancing,7.1,Drama
1055,Reservoir Dogs,8.1,Crime
1056,Platoon,7.5,Drama
1057,Weekend at Bernie's,6.4,Comedy
1058,Basic Instinct,6.5,Thriller
1059,The Doors,6.7,Drama
1060,The Crying Game,6.9,Romance
1061,Glengarry Glen Ross,7.5,Crime
1062,Sophie's Choice,7.4,Drama
1063,E.T. the Extra-Terrestrial,7.3,Science Fiction
1064,The Search for One-eye Jimmy,6.3,Comedy
1065,A Christmas Carol,7.0,Fantasy
1066,Days of Thunder,5.9,Adventure
1067,Top Gun,6.7,Action
1068,American Strays,6.8,Action
1069,Rebel Without a Cause,7.6,Drama
1070,A Streetcar Named Desire,7.6,Drama
1071,Children of the Corn IV: The Gathering,4.6,Horror
1072,The Leopard Son,0.0,Documentary
1073,Charm's  Incidents,0.0,Comedy
1074,Bird of Prey,0.0,Crime
1075,Microcosmos,7.7,Documentary
1076,Palookaville,5.4,Comedy
1077,The Associate,6.2,Comedy
1078,The Funeral,7.3,Crime
1079,The Sleepover,8.0,Comedy
1080,A Single Girl,6.8,Drama
1081,The Eighth Day,7.0,Drama
1082,North Star,5.2,Action
1083,Drunks,0.0,Drama
1084,The People vs. Larry Flynt,6.8,Drama
1085,Glory Daze,5.8,Comedy
1086,A Perfect Candidate,5.3,Documentary
1087,On Golden Pond,7.3,Drama
1088,The Return of the Pink Panther,6.7,Mystery
1089,Drop Dead Fred,5.9,Comedy
1090,The Abyss,7.1,Adventure
1091,The Fog,6.4,Horror
1092,Escape from New York,6.9,Science Fiction
1093,The Howling,6.4,Drama
1094,Jean de Florette,7.6,Drama
1095,Manon of the Spring,7.8,Drama
1096,Johnny 100 Pesos,6.3,Drama
1097,Private Benjamin,6.0,Comedy
1098,Monty Python and the Holy Grail,7.8,Adventure
1099,Hustler White,6.8,Romance
1100,Dadetown,8.0,Sin Dato
1101,Everything Relative,4.0,Drama
1102,Entertaining Angels - The Dorothy Day Story,5.0,Drama
1103,Three Lives and Only One Death,8.0,Comedy
1104,The Line King: The Al Hirschfeld Story,0.0,Documentary
1105,Snowriders,0.0,Documentary
1106,Curtis's Charm,0.0,Sin Dato
1107,When We Were Kings,7.3,Documentary
1108,The Wrong Trousers,7.6,Animation
1109,JLG/JLG: Self-Portrait in December,7.7,Documentary
1110,The Return of Martin Guerre,6.7,Mystery
1111,Faust,7.4,Animation
1112,He Walked by Night,6.4,Drama
1113,Raw Deal,7.2,Crime
1114,T-Men,6.4,Thriller
1115,The Children Are Watching Us,7.2,Drama
1116,Pastoral Symphony,4.7,Drama
1117,Here Comes Cookie,8.0,Sin Dato
1118,Love In Bloom,0.0,Sin Dato
1119,Six of a Kind,3.5,Comedy
1120,The Tin Drum,7.0,Drama
1121,The Ruling Class,6.8,Drama
1122,Mina Tannenbaum,4.8,Drama
1123,2 or 3 Things I Know About Her,7.0,Comedy
1124,The Bloody Child,0.0,Drama
1125,Dear God,5.1,Comedy
1126,Bad Moon,5.7,Horror
1127,American Dream,6.0,Documentary
1128,Best of the Best 3: No Turning Back,5.8,Action
1129,Bob Roberts,6.5,Comedy
1130,Cinema Paradiso,8.2,Drama
1131,"The Cook, the Thief, His Wife & Her Lover",7.3,Crime
1132,Dead Tired,5.6,Comedy
1133,Delicatessen,7.4,Comedy
1134,The Double Life of Veronique,7.3,Drama
1135,Enchanted April,6.9,Romance
1136,Paths of Glory,8.2,Drama
1137,The Grifters,6.5,Crime
1138,Hear My Song,4.1,Comedy
1139,The Shooter,5.0,Western
1140,The English Patient,7.0,Drama
1141,Mediterraneo,7.4,Comedy
1142,My Left Foot: The Story of Christy Brown,7.5,Drama
1143,"Sex, Lies, and Videotape",6.7,Drama
1144,Passion Fish,6.7,Drama
1145,Strictly Ballroom,6.2,Comedy
1146,The Thin Blue Line,7.9,Mystery
1147,Tie Me Up! Tie Me Down!,7.0,Comedy
1148,Madonna: Truth or Dare,6.3,Documentary
1149,Paris is Burning,8.2,Documentary
1150,One Flew Over the Cuckoo's Nest,8.3,Drama
1151,Up in Smoke,6.7,Comedy
1152,The Empire Strikes Back,8.2,Adventure
1153,The Princess Bride,7.6,Adventure
1154,Raiders of the Lost Ark,7.7,Adventure
1155,Brazil,7.6,Comedy
1156,Aliens,7.7,Horror
1157,"The Good, the Bad and the Ugly",8.1,Western
1158,Withnail & I,7.4,Comedy
1159,12 Angry Men,8.2,Drama
1160,Lawrence of Arabia,7.8,Adventure
1161,A Clockwork Orange,8.0,Science Fiction
1162,To Kill a Mockingbird,7.9,Crime
1163,Apocalypse Now,8.0,Drama
1164,Once Upon a Time in the West,8.1,Western
1165,Return of the Jedi,7.9,Adventure
1166,Wings of Desire,7.5,Drama
1167,The Third Man,7.9,Thriller
1168,GoodFellas,8.2,Drama
1169,Alien,7.9,Horror
1170,Army of Darkness,7.3,Fantasy
1171,The Big Blue,7.6,Adventure
1172,Ran,7.9,Action
1173,The Killer,7.6,Action
1174,Psycho,8.3,Drama
1175,The Blues Brothers,7.5,Music
1176,The Godfather: Part II,8.3,Drama
1177,Full Metal Jacket,7.9,Drama
1178,A Grand Day Out,7.4,Adventure
1179,Henry V,7.4,War
1180,Amadeus,7.8,Drama
1181,The Quiet Man,7.3,Comedy
1182,Once Upon a Time in America,8.3,Drama
1183,Raging Bull,7.7,Drama
1184,Annie Hall,7.8,Comedy
1185,The Right Stuff,7.4,Drama
1186,Stalker,7.8,Drama
1187,Das Boot,7.9,Action
1188,The Sting,7.9,Comedy
1189,Harold and Maude,7.7,Comedy
1190,Trust,6.5,Drama
1191,The Seventh Seal,7.9,Fantasy
1192,Local Hero,7.0,Comedy
1193,The Terminator,7.4,Action
1194,Braindead,7.4,Horror
1195,Glory,7.4,War
1196,Rosencrantz & Guildenstern Are Dead,7.3,Comedy
1197,Manhattan,7.8,Comedy
1198,Miller's Crossing,7.5,Drama
1199,Dead Poets Society,8.1,Drama
1200,The Graduate,7.6,Drama
1201,Touch of Evil,7.6,Drama
1202,La Femme Nikita,7.0,Action
1203,The Bridge on the River Kwai,7.7,Drama
1204,8½,7.9,Fantasy
1205,Chinatown,7.9,Crime
1206,The Day the Earth Stood Still,7.3,Drama
1207,The Treasure of the Sierra Madre,7.9,Action
1208,Bad Taste,6.4,Action
1209,Duck Soup,7.6,Comedy
1210,Better Off Dead...,6.8,Comedy
1211,The Shining,8.1,Horror
1212,Stand by Me,7.8,Crime
1213,M,8.0,Drama
1214,Evil Dead II,7.5,Horror
1215,The Great Escape,7.8,Adventure
1216,The Deer Hunter,7.8,Drama
1217,Diva,6.7,Action
1218,Groundhog Day,7.4,Romance
1219,Unforgiven,7.7,Western
1220,The Manchurian Candidate,7.7,Mystery
1221,Pump up the Volume,7.0,Music
1222,Arsenic and Old Lace,7.4,Comedy
1223,Back to the Future,8.0,Adventure
1224,Fried Green Tomatoes,7.6,Drama
1225,Patton,7.3,Drama
1226,Down by Law,7.2,Crime
1227,Akira,7.8,Science Fiction
1228,Highlander,6.8,Adventure
1229,Cool Hand Luke,7.7,Crime
1230,Cyrano de Bergerac,6.8,Drama
1231,Young Frankenstein,7.7,Comedy
1232,Night on Earth,7.5,Comedy
1233,Raise the Red Lantern,7.8,Drama
1234,The Great Dictator,8.1,Comedy
1235,Fantasia,7.2,Animation
1236,High Noon,7.6,Western
1237,The Big Sleep,7.6,Crime
1238,Heathers,7.3,Thriller
1239,Somewhere in Time,7.1,Science Fiction
1240,Ben-Hur,7.5,Action
1241,This Is Spinal Tap,7.6,Comedy
1242,Koyaanisqatsi,7.7,Documentary
1243,Some Kind of Wonderful,6.9,Drama
1244,Indiana Jones and the Last Crusade,7.6,Adventure
1245,Being There,7.7,Comedy
1246,Gandhi,7.4,Drama
1247,The Unbearable Lightness of Being,7.0,Comedy
1248,A Room with a View,6.9,Drama
1249,Real Genius,6.6,Comedy
1250,Pink Floyd: The Wall,7.7,Music
1251,The Killing Fields,7.5,War
1252,My Life as a Dog,7.3,Drama
1253,Forbidden Planet,7.2,Adventure
1254,Field of Dreams,7.1,Drama
1255,The Man Who Would Be King,7.6,Adventure
1256,Butch Cassidy and the Sundance Kid,7.4,History
1257,"Paris, Texas",7.7,Drama
1258,Until the End of the World,6.3,Thriller
1259,When Harry Met Sally...,7.3,Comedy
1260,I Shot a Man in Vegas,0.0,Sin Dato
1261,Parallel Sons,5.0,Sin Dato
1262,Hype!,6.8,Documentary
1263,Santa with Muscles,3.5,Family
1264,Female Perversions,5.4,Drama
1265,Mad Dog Time,6.2,Drama
1266,Breathing Room,0.0,Romance
1267,Paris Was a Woman,7.0,Documentary
1268,I'm Not Rappaport,6.2,Comedy
1269,Blue Juice,3.6,Comedy
1270,Kids of Survival,0.0,Sin Dato
1271,Alien³,6.2,Science Fiction
1272,An American Werewolf in London,7.2,Horror
1273,Amityville: It's About Time,4.1,Horror
1274,Amityville 3-D,4.0,Horror
1275,Amityville: Dollhouse,3.5,Horror
1276,Amityville: A New Generation,2.8,Horror
1277,Amityville II: The Possession,5.9,Horror
1278,The Amityville Horror,6.2,Drama
1279,The Amityville Curse,2.7,Horror
1280,Blood for Dracula,5.8,Horror
1281,April Fool's Day,5.8,Horror
1282,Audrey Rose,5.8,Fantasy
1283,The Believers,6.2,Crime
1284,The Birds,7.3,Horror
1285,The Blob,6.2,Horror
1286,Blood Beach,4.9,Science Fiction
1287,Body Parts,5.6,Horror
1288,The Body Snatcher,6.8,Thriller
1289,Dracula,7.1,Romance
1290,Bride of Frankenstein,7.4,Horror
1291,Burnt Offerings,6.6,Horror
1292,Candyman,6.2,Drama
1293,Cape Fear,7.0,Crime
1294,Cape Fear,7.2,Drama
1295,Carrie,7.0,Horror
1296,Cat People,6.0,Drama
1297,A Nightmare on Elm Street,7.2,Horror
1298,Nosferatu,7.7,Fantasy
1299,Vampire in Venice,8.5,Horror
1300,The Omen,7.2,Horror
1301,Blood and Wine,5.5,Crime
1302,Albino Alligator,5.6,Crime
1303,The Mirror Has Two Faces,6.5,Comedy
1304,Breaking the Waves,7.2,Drama
1305,Nightwatch,6.2,Action
1306,Star Trek: First Contact,7.0,Science Fiction
1307,Shine,7.3,Drama
1308,Sling Blade,7.4,Drama
1309,Jingle All the Way,5.5,Family
1310,Identification of a Woman,5.8,Romance
1311,Paradise Lost: The Child Murders at Robin Hood Hills,7.9,Documentary
1312,The Preacher's Wife,5.4,Fantasy
1313,Zero Kelvin,6.4,Drama
1314,Ridicule,7.4,Comedy
1315,The Crucible,6.7,Drama
1316,101 Dalmatians,5.6,Comedy
1317,The Forbidden Christ,5.5,Drama
1318,I Can't Sleep,5.0,Drama
1319,Die Hard 2,6.6,Action
1320,Star Trek: The Motion Picture,6.2,Science Fiction
1321,Star Trek VI: The Undiscovered Country,6.7,Science Fiction
1322,Star Trek V: The Final Frontier,5.6,Science Fiction
1323,Star Trek II: The Wrath of Khan,7.3,Action
1324,Star Trek III: The Search for Spock,6.4,Science Fiction
1325,Star Trek IV: The Voyage Home,6.9,Science Fiction
1326,Batman Returns,6.6,Action
1327,Young Guns,6.6,Crime
1328,Young Guns II,6.3,Western
1329,Grease,7.2,Romance
1330,Grease 2,4.9,Comedy
1331,Marked for Death,5.6,Action
1332,Adrenalin: Fear the Rush,3.9,Action
1333,The Substance of Fire,6.0,Drama
1334,Under Siege,6.1,Action
1335,Terror in a Texas Town,7.1,Action
1336,Jaws,7.5,Horror
1337,Jaws 2,5.9,Horror
1338,Jaws 3-D,4.2,Thriller
1339,My Fellow Americans,6.3,Comedy
1340,Mars Attacks!,6.1,Comedy
1341,Citizen Ruth,6.8,Drama
1342,Jerry Maguire,6.7,Comedy
1343,Raising Arizona,7.2,Comedy
1344,Tin Men,6.8,Comedy
1345,Sneakers,6.7,Comedy
1346,Bastard Out of Carolina,7.3,Drama
1347,In Love and War,6.0,Drama
1348,Marvin's Room,6.6,Drama
1349,Somebody Is Waiting,0.0,Drama
1350,Ghosts of Mississippi,6.2,History
1351,Night Falls on Manhattan,6.6,Drama
1352,Beavis and Butt-Head Do America,6.5,Animation
1353,La Cérémonie,7.0,Drama
1354,Scream,7.0,Crime
1355,The Last of the Mohicans,7.1,Action
1356,Michael,5.5,Comedy
1357,The Evening Star,5.8,Drama
1358,Hamlet,7.3,Drama
1359,Some Mother's Son,7.0,Drama
1360,The Whole Wide World,6.4,Drama
1361,Mother,6.8,Comedy
1362,Thieves,7.0,Romance
1363,Evita,5.9,History
1364,The Portrait of a Lady,6.3,Drama
1365,Walkabout,7.4,Adventure
1366,Message to Love: The Isle of Wight Festival,6.4,Documentary
1367,Murder at 1600,5.8,Action
1368,Hearts and Minds,0.0,Drama
1369,Inside,0.0,Crime
1370,Fierce Creatures,6.0,Comedy
1371,Zeus & Roxanne,4.2,Action
1372,Turbulence,5.2,Action
1373,Angel Baby,7.7,Drama
1374,First Strike,6.5,Action
1375,Underworld,6.0,Drama
1376,Beverly Hills Ninja,5.5,Action
1377,Metro,5.3,Action
1378,The Machine,4.5,Horror
1379,Falling in Love Again,6.1,Drama
1380,The Cement Garden,7.2,Drama
1381,Dante's Peak,5.8,Action
1382,Meet Wally Sparks,5.3,Comedy
1383,Amos & Andrew,5.0,Action
1384,Benny & Joon,6.9,Comedy
1385,Prefontaine,6.7,Drama
1386,A Tickle in the Heart,0.0,Documentary
1387,Guantanamera,8.0,Drama
1388,McHale's Navy,4.4,Action
1389,Kolya,7.5,Music
1390,Gridlock'd,6.8,Crime
1391,Fire on the Mountain,0.0,Documentary
1392,Waiting for Guffman,7.4,Music
1393,Prisoner of the Mountains,6.6,Drama
1394,The Beautician and the Beast,5.2,Comedy
1395,SubUrbia,6.4,Comedy
1396,Hotel de Love,4.3,Comedy
1397,The Pest,5.0,Action
1398,Fools Rush In,5.8,Drama
1399,Touch,6.0,Action
1400,Absolute Power,6.4,Crime
1401,That Darn Cat,3.9,Comedy
1402,Vegas Vacation,6.0,Comedy
1403,Unforgotten: Twenty-Five Years After Willowbrook,7.0,Sin Dato
1404,That Old Feeling,7.1,Comedy
